Job Id,Job URL,Job Title,Company,Job Industry,Job Sub Industry,Job Description,Job Employment Type,Job Minimum Experience,Job Salary Range,Skills,Job Posting Date,Location
90225614,https://sg.jobstreet.com/job/90225614?ref=search-standalone&type=standard&origin=jobTitle#sol=84eeed632c30e4de75de36720f04897b6a44ed28,Assistant IT Engineer (L1 Support // Semiconductor Industry),SmartHire by SEEK ,Information & Communication Technology,Help Desk & IT Support,"Our client is seeking a Assistant IT Engineer (L1 Support) to join their team!About Our ClientOur client is a leading manufacturer with operations in Singapore, Malaysia, and China. We are dedicated to providing top-notch solutions in various high-tech industries, ensuring quality and innovation in every project.What you'll be doing?Provide Epicor Support: Be the first line of defense in our IT infrastructure, ensuring seamless operations, provide L1 support.Audit and Compliance: Assist in maintaining our high standards of audit and compliance across all systems.Documentation: Help manage and organize our critical documentation to ensure accuracy and accessibility.Training and Administration: Support our team with training needs and administrative tasks to keep our operations running smoothly.Project Tasks: Take on tasks assigned by the IT Manager, contributing to our ongoing projects and improvements.Who are they looking for?IT Background: A Diploma/Degree in IT/Computer Science or related experience is preferred, with a focus on information security.Network and Cybersecurity: Experience in managing networks and understanding cybersecurity is essential.Project Management: Basic project management skills are a plus, helping us organize and execute tasks effectively.Technical Skills: Proficiency in ERP systems, scripting, and SQL is necessary for this role.Vulnerability Management: Ability to identify and mitigate network vulnerabilities, with a knack for explaining these to others.Self-Motivation: A proactive attitude, taking the initiative to solve problems and improve our systems.Other InformationWorking Hours: Mon to Fri 8:15am - 6pmLocation: Changi NorthSalary: $2800 - $3500How to applyReady to join this role? Click Apply now to submit your resume and share your availability and expected salary with us!We encourage everyone who meets the basic requirements to apply, regardless of experience or qualifications.All information received will be kept strictly confidential and will be used only for employment-related purposes.Jobs DB Singapore Pte Ltd | 24C2640Low Jia Yi | R25127265#SmartHire",Full time,,"$2,800 – $3,500 per month",,2026-02-10,"Changi, East Region"
90188010,https://sg.jobstreet.com/job/90188010?ref=search-standalone&type=standard&origin=jobTitle#sol=408a9cdc7a80e27fe4334dec8bc12699e15600db,IT Analyst (End User Services),Seagate International Headquarters Pte. Ltd. ,Information & Communication Technology,Help Desk & IT Support,"About Our GroupThe IT End User Services team provides frontline technology support to employees across the organization. We ensure that end users are equipped with secure, reliable, and efficient IT services that enable productivity and collaboration. Our scope includes end‑user devices, software, user access, collaboration platforms, meeting room and AV systems, onboarding support, and continuous improvement of the digital workplace experienceAbout the Role – You WillDiagnose and resolve technical issues related to desktops, laptops, peripherals, and end‑user applications.Manage, prioritize, and resolve incidents using IT Service Management (ITSM) tools while maintaining accurate documentation.Provide remote and onsite support for audio‑visual (AV) and video conferencing (VC) systems, including Logitech solutions.Support site events and employee sessions using on‑site AV equipment, including quarterly scheduled sessions outside standard business hours (including weekends).Collaborate using Microsoft 365 tools to support effective communication, documentation, and knowledge sharing.Work closely with global IT teams to handle escalations and support cross‑regional issue resolution.Ensure compliance with IT security standards, policies, and operational processes.Deliver a consistent and positive customer support experience.Participate in rotational support duties and travel between local sites when requiredAbout YouCustomer‑focused, adaptable, and comfortable working in a fast‑paced environment.Able to manage multiple priorities and perform effectively under pressure.Detail‑oriented with a strong sense of accountability and ownershipProactive mindset with a commitment to continuous improvement and service excellenceStrong communication and interpersonal skills, with the ability to work collaboratively across teams.Your Experience IncludesBachelor’s degree in Information Technology, Computer Science, or a related field with at least 1 year of relevant experienceHands‑on experience supporting end‑user devices, software, and collaboration tools.Familiarity with ITSM tools and incident management processes.Exposure to AV and video conferencing support is an added advantage",Full time,,"$4,200 – $5,200 per month",,2026-02-07,"Woodlands, North Region"
89998059,https://sg.jobstreet.com/job/89998059?ref=search-standalone&type=standard&origin=jobTitle#sol=c73ce8ea786d6c2f95e48eeb7d7e8c634842525d,Data Center IT Engineer (Based SG),TITANICOM TECH LIMITED ,Information & Communication Technology,Engineering - Hardware,"Job Responsibilities:Install, configure, maintain, and troubleshoot servers, storage systems, and networking hardware (e.g., routers, switches, firewalls).Perform physical tasks such as racking, stacking, cabling, and hardware replacements.Monitor and manage environmental controls (temperature, humidity, airflow) to ensure optimal data center performance.Perform regular equipment inspections and preventive maintenance.Respond to and resolve support tickets related to hardware and network issues in a timely manner.Manage asset inventory and maintain detailed documentation of infrastructure, cabling layout, and equipment tracking.Work closely with network and systems teams to support infrastructure upgrades, migrations, and incident resolution.Ensure compliance with security protocols, safety standards, and company policies.Participate in 24/7 shift rotation and on-call support schedule as required.Collaborate with vendors and service providers for hardware support and facility-related work.Basic Job Requirement:1 year Experience in Data Center OperationsDegree in a computer-related field.Strong communication skills, responsible, able to handle work pressure, and a team player.",Full time,,,,2026-01-29,Central Region
89858974,https://sg.jobstreet.com/job/89858974?ref=search-standalone&type=standard&origin=jobTitle#sol=3d5e68fdf83224f12d573dc8f7ea2defc564d2a0,IT Executive (F&B Retail Industry),SmartHire by SEEK ,Information & Communication Technology,Help Desk & IT Support,"Our client is seeking an IT Executive (F&B Retail Industry) to join their team!This role offers a unique opportunity to work with cutting-edge technologies in a dynamic retail environment. As an IT Executive, you will ensure the seamless operation of our IT infrastructure and support various retail systems, contributing to the overall success of our business.Other informationWorking Day: 5 daysWorking Hour: 830am-6pmWorking Location: Currently at Aljunied, will be moving to Senoko in 2Q 2026Salary Range: $3,800-$4,500Variable BonusWhat you'll be doing?Support Retail & POS: Act as the primary point of contact for all outlet-based POS systems, providing day-to-day support and training to ensure smooth operations.Store Operations: Provide IT standby support during store hours, troubleshoot connectivity issues, and ensure business continuity.HQ Support: Offer end-user support for Windows, mobile devices, and Microsoft 365 applications, managing onboarding and offboarding processes.Documentation: Maintain up-to-date documentation for user access rights, IT infrastructure, and system architecture.Projects: Provide application support during project implementations, assisting in solution testing and rollout activities.Network Management: Support and manage IT infrastructure, including servers, network systems, and ERP systems.Other Duties: Perform ad-hoc tasks as assigned by the IT Manager.Who are they looking for?Experience: Minimum 1 to 3 years of experience in technical support in ERP systems, with prior experience in Epoint POS preferred.Skills: Strong vendor management skills, understanding of networking, cloud infrastructure, and incident resolution.Attributes: Positive attitude, team player with good communication and problem-solving skills.Industry Experience: Experience in Retail and/or F&B industry will be an added advantage.Why should you consider this opportunity?Our client offers an attractive remuneration package and other benefits, such as:Performance bonusHow to applyReady to join this role? Click Apply now to submit your resume and share your availability and expected salary with us!We welcome all applicants regardless of experience or qualifications.All information received will be kept strictly confidential and will be used only for employment-related purposes.Jobs DB Singapore Pte Ltd | 24C2640Lim Jun Yao | R25129737#SmartHire",Full time,,"$3,800 – $4,500 per month",,2026-02-11,"Senoko North, North Region"
90185852,https://sg.jobstreet.com/job/90185852?ref=search-standalone&type=standard&origin=jobTitle#sol=dfff388e86c6933ef359085e0ca1b50987be0814,Business Analyst,SHAKE SHACK SINGAPORE JEWEL PTE. LTD. ,Information & Communication Technology,Business/Systems Analysts,"Business & Performance AnalysisAnalyze store and brand performance (sales, margin, labor, delivery mix, etc.).Prepare dashboards and reports for monthly and quarterly reviews.Conduct variance analysis vs budget, forecast, and prior periods.Identify performance drivers and improvement opportunities.Financial & Commercial SupportSupport P&L models, forecasts, and scenario analysis.Assist in new store feasibility and ROI analysis.Analyze pricing, promotions, and menu performance.Work closely with Finance to ensure data accuracy.Data & ExcelBuild and maintain Excel models (pivot tables, lookups; macros a plus).Clean and structure data from POS and delivery platforms.Improve reporting templates for clarity and efficiency.Data & AI InnovationSupport data- and AI-led initiatives such as demand forecasting, menu optimization, and customer analysis.Research analytics, AI, and automation tools relevant to F&B.Suggest ideas where data or AI can improve speed, accuracy, or productivity.CollaborationWork with Finance, Operations, and Marketing teams.Support ad-hoc analysis and management requests.Present insights clearly to both technical and non-technical stakeholders.Requirements:1 - 2 years’ experience in business analysis, data analysis, finance, consulting, or related roles.Strong Excel skills (advanced formulas, pivot tables, structured models).Good analytical and problem-solving skills.Ability to translate data into clear business insights.Passion or experience in AI, analytics, or automation.Experience with POS or delivery platform data (e.g. Grab, Foodpanda) will be an added advantage.",Full time,,,,2026-02-07,"Orchard, Central Region"
90225239,https://sg.jobstreet.com/job/90225239?ref=search-standalone&type=standard&origin=jobTitle#sol=e6dcd71e3c5b13f377771496e91ec3ae1b3afc96,Software Support Engineer (Fintech),ScienTec Consulting Pte Ltd ,Information & Communication Technology,Help Desk & IT Support,"Software Support Engineer (Permanent) Why Join Us?Hybrid work arrangementUp to 18 days AL + Medical CoverageAWS + Variable BonusJoin our client as a Software / Application Support Engineer and be part of a team supporting business-critical applications used by global financial institutions. You’ll be the first point of contact for users, handling incidents, troubleshooting issues, and ensuring systems run smoothly in a fast-paced production environment. This role is ideal for candidates looking to build a strong foundation in application support, fintech systems, and financial technology. Working ArrangementTraining Period:Mon–Thu (9:00am – 6:00pm) | Fri Work from HomePost-Training:3-2-2-3 rotating shiftsDay Shift: 8:00am – 8:00pmNight Shift: 8:00pm – 8:00am (WFH)Key ResponsibilitiesProvide Level 1 application support to users and resolve incidents efficientlyPerform issue analysis and step-by-step troubleshootingCommunicate clearly with users, internal teams, and managementLog and track incidents, root causes, and resolutions accuratelyEscalate complex issues to Tier 2 teams with proper documentationMaintain and improve support documentation and troubleshooting guidesCollaborate with technical teams on system improvements and upgradesIdentify opportunities to improve support processes and service qualityRequirementsDiploma or Degree in Computer Science, IT, or related fieldWillingness to work rotating shifts, including weekends and public holidaysStrong problem-solving and analytical skillsGood verbal and written communication skillsExposure to fintech or financial systems (trading, payments, blockchain, capital markets) is a plusBasic knowledge of HTML, Java, or scripting languages is an advantage  Interested candidates may click on apply or apply via email to kenwi.g@scientecconsulting.comBy submitting your resume, you consent to the collection, use, and disclosure of your personal information per ScienTec’s Privacy Policy (scientecconsulting.com/privacy-policy).This authorizes us to:Contact you about potential opportunities.Delete personal data as it is not required at this application stage.All applications will be processed with strict confidence. Only shortlisted candidates will be contacted.Kenwi Goh Jian Wee – R26159880ScienTec Consulting Pte Ltd - 11C5781",Full time,,SGD 3000 - 4000 per month,,2026-02-10,Central Region (Hybrid)
89772762,https://sg.jobstreet.com/job/89772762?ref=search-standalone&type=standard&origin=jobTitle#sol=5e7ade2c1fb10a1fa613807b40f24cf9b9abf6b6,Platform Operations Manager,KrisShop Pte. Ltd. ,Information & Communication Technology,Management,"Company IntroductionKrisShop is the market leader for innovative technology in the Omni-channel e-commerce airlines retail business - KrisShop.com. KrisShop serve millions of consumers and selling destination across the globe and seek to disrupt, delight and deliver products and excellent service through a wide range of marketing innovation, data and analytics solutions.About the RoleAs the Platform Operations Manager, you will oversee the governance, product ownership, marketplace operations, technical integrations and seller onboarding processes of our marketplace platform. This role is critical to ensuring secure, scalable, and high-performing marketplace operations, supporting business growth and maximizing the value of our marketplace investment.Job DescriptionProvide strategic oversight, governance, product and technical leadership for the Marketplace platform.Align platform operations with business objectives and ensure robust seller onboarding processes.Oversee end-to-end operations fulfillment, including order management, payment processing, billing, and issueresolution.Monitor platform performance, identify technical bottlenecks, and implement solutions to optimize uptime andreliability.Collaborate with Product, Engineering, and Business teams to ensure seamless integration between marketplace systems and sellers.Develop and enforce operational policies, SLAs, and best practices to ensure high-quality service delivery.Lead incident management and root cause analysis for operational and technical issues.Collaborate with cross-functional stakeholders to support business growth and marketplace expansion.Ensure compliance with data security, privacy, and regulatory requirements, and drive continuous improvement to enhance platform security, scalability, and seller experience.Job RequirementsBachelor’s degree in IT, Business, or a related field; advanced degree preferred.8+ years of experience in platform operations, product management, or marketplace management.Strong technical background with experience in APIs, system-to-system integration, platform governance, and operations fulfillment.Experience with e-commerce, order management systems, and last-mile fulfillment operations.Demonstrated ability to lead cross-functional teams and manage complex projects.Excellent communication, stakeholder management, and problem-solving skills.Experience with Mirakl or similar marketplace platforms is highly desirable.",Full time,,"$8,000 – $12,000 per month",,2026-01-20,East Region (Hybrid)
90229648,https://sg.jobstreet.com/job/90229648?ref=search-standalone&type=standard&origin=jobTitle#sol=858cf6647d4a0d3e0b2d829b06d8d4609b349b34,Business Analyst,IDEMIA Public Security ,Information & Communication Technology,Business/Systems Analysts,"PurposeThis role acts as a bridge between the end users and systems development teams to transform business needs into functional use cases for software or hardware based solutions while optimizing IDEMIAs business value.Key MissionsIdentifies and analyzes business needs, conduct business requirements gathering and defines scope and objectivesOrganizes and animates workshops with customers and with internal stakeholdersCreates a detailed business analysis, outlining problems, opportunities and solutions for a businessDocuments specifically the relationships between the end users, business functions and processes and dataDrives the customer to use as much as possible preexisting products and solutions to address business needsTranslates the business needs into functional specifications and deliver its traceability with customer needsMaintains and updates specification and its traceability during the life of the product or projectStays up to date on to functional analysis methods and tools, and propose improvements to IDEMIA practicesCollects functional requirements from customers and ensures traceabilityDefines functional architecture of basic systems or small or non critical solutions or productsCo-animates workshopsProduces rigorous specification documents with appropriate methodology and toolsWorks with guidance of more experienced Business Analyst",Full time,,,,2026-02-10,"Singapore River, Central Region"
90029650,https://sg.jobstreet.com/job/90029650?ref=search-standalone&type=standard&origin=jobTitle#sol=6f906c27cbb1673648d2683448bb423ff027590e,IT Service Desk / M365 Support Engineer (Budget upto 3800 sgd ),QUESS SINGAPORE ,Information & Communication Technology,Help Desk & IT Support,"IT Service Desk / M365 Support EngineerSalary: Up to SGD 3,800 + 1-month bonusSecurity Clearance: Cat 2A (must be eligible to obtain)Location: To be determined upon completion of security clearanceWorking HoursMonday to Friday (7:30am – 9pm), staggered working hoursWorking hours will be assigned by the project teamEstimated 9 working hours per dayResponsibilitiesProvide first-level support, troubleshooting, and administration for Microsoft 365 ecosystem, including:Office, Outlook, Teams, OneDrive, SharePoint, Copilot, Intune, etc.Deliver First Call Resolution (FCR) technical support via phone and emailPerform initial troubleshooting and escalate issues to resolver groups when requiredMaintain ownership of cases until closure with accurate documentationProvide timely updates to users on issue status and resolution progressClassify, prioritize, and track incidents and service requestsManage customer expectations and escalate unusual surge issues to Team LeadLiaise with second-level support on product enhancementsUpdate shared knowledge repositories with changes and solutionsSupport M365-related incident management during transition or migration projectsEssential QualificationsDiploma with minimum 1 year of end-user support or service desk experienceStrong technical skills supporting desktops, notebooks, tablets, and smartphonesHands-on experience with:Windows OSActive DirectoryMicrosoft 365 applications and servicesGood understanding of IT hardware and peripheralsExperience supporting WiFi and LAN connectivityAbility to work in an environment requiring security clearance (Cat 2A eligibility)Preferred Skills & KnowledgeVPN and macOS support experienceFamiliarity with:Microsoft 365 Admin Center (Users, Licenses, Service Health)Teams, SharePoint, and Exchange Admin CentersEntra ID (Azure AD): user management, sign-in logs (read), MFA settingsIntune portal: basic device and application managementCertifications (Preferred)Microsoft 365 Certified: Fundamentals (MS-900) – strongly preferredCompTIA A+ – preferredOther InformationMandatory technical skillset: Microsoft Windows supportCandidates must be legally eligible to work in Singapore and able to obtain the required security clearance",Full time,,"$3,000 – $3,800 per month",,2026-01-31,Central Region
90060581,https://sg.jobstreet.com/job/90060581?ref=search-standalone&type=standard&origin=jobTitle#sol=bff3aac7dcd1cf650b2c04e4977b67341842bcb7,Digital Operations Engineer,Chubb Singapore Pte Ltd ,Information & Communication Technology,Help Desk & IT Support,"Job Summary:The Digital Operations Engineer will provide comprehensive technical support across end‑user devices, network infrastructure, and server environments for Chubb Singapore offices and remote sites. This role requires strong troubleshooting skills, hands‑on experience with enterprise systems, and the ability to work closely with HQ IT teams, vendors, and business users to ensure smooth IT operations.KEY RESPONSIBILITIES·         End‑User & IT Supporto    Provide onsite and remote support for end users across Chubb Singapore offices and site locations.o    Deliver technical support for Windows OS, iOS, Android, and enterprise services including File & Print, Office 365 (Outlook, Office Suite, SharePoint, OneDrive, Teams).o    Implement application deployments, software upgrades, and perform troubleshooting and fine‑tuning for end users.o    Provide user onboarding, training, and guidance when required.o    Laptop Build with latest operating systemo    Laptop Hardware skill to replace RAM, SSD and Battery·         Systems, Network & Server Supporto    Support local network infrastructure, servers, and related components in coordination with regional and HQ teams.o    Collaborate with HQ IT on system‑related matters, global projects, and escalations.·         Operations, Documentation & Asset ManagementTrack, document, and manage all support activities using the organization’s ticketing system.Monitor and maintain IT asset inventory, including performing tech refresh cycles at defined intervals.Ensure timely resolution of issues, proactively identifying recurring problems and proposing solutions.·         Project ParticipationParticipate in local and global IT projects, providing system recommendations, technical insights, and hands‑on support.Work with external vendors and service providers to deploy new systems, manage escalations, and troubleshoot issues in a timely manner.·         Other Responsibilitieso    Assist in ad‑hoc tasks and assignments as directed by the IT Manager. REQUIREMENTS·         Technical Skillso    Strong knowledge in supporting Windows, iOS/Android, and Microsoft 365 Services.o    Hands‑on experience with network troubleshooting, end‑user device support, and server environments.o    Familiarity with ticketing and IT service management tools.·         Additional Advantageso    Mastermind (security monitoring system) knowledge will be a strong advantage.o    Project experience involving SAP or integration support is highly beneficial.·         Soft Skillso    Excellent communication and interpersonal skills.o    Strong analytical, troubleshooting, and problem-solving abilities.o    Ability to work independently and collaboratively in a fast‑paced environment.",Full time,,,,2026-02-02,"Macpherson, Central Region"
